display_name,name_norm,n_books,n_entries,source_types,books,pages
خالد بن سليمان أبو معاذ البلخي,خالد بن سليمان ابو معاذ البلخي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
خالد بن شريك,خالد بن شريك,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج2/ص6
خالد بن قطن,خالد بن قطن,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
خالد بن قيس,خالد بن قيس,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج3/ص554
خالد بن كيسان,خالد بن كيسان,2,2,general; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tarikh_kabir_bukhari,
خالد بن يزيد بن مسلم الغنوي البصري,خالد بن يزيد بن مسلم الغنوي البصري,2,2,biography; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; siyar_dhahabi,
خالد بن يزيد أبو الهيثم الواسطي,خالد بن يزيد ابو الهيثم الواسطي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; lisan_mizan_ibnhajar,
• خبيب بن عبد الرحمن بن أردك,خبيب بن عبد الرحمن بن اردك,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,lisan_mizan_ibnhajar:ج3/ص352
خديج بن أويس,خديج بن اويس,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; lisan_mizan_ibnhajar,
خطاب بن عمر,خطاب بن عمر,2,2,general; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tarikh_kabir_bukhari,
خطاب بن عمير الثوري,خطاب بن عمير الثوري,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج2/ص24
خلاد بن عطاء مولى قريش,خلاد بن عطا مولي قريش,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج2/ص18
خلف بن عبد الله السعدي,خلف بن عبد الله السعدي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; lisan_mizan_ibnhajar,
خلف بن عبد الحميد السرخسي,خلف بن عبد الحميد السرخسي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
خلف بن المبارك,خلف بن المبارك,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
خلف بن يحيى الخراساني قاضي الري,خلف بن يحيي الخراساني قاضي الري,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
الخليل بن بحر أبو رجاء,الخليل بن بحر ابو رجا,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
خمير بن عوف,خمير بن عوف,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
خيثمة بن خليفة [بن خيثمة بن عبد الرحمن],خيثمه بن خليفه بن خيثمه بن عبد الرحمن,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; lisan_mizan_ibnhajar,
داهر بن يحيى الرازي,داهر بن يحيي الرازي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج2/ص47
داود بن إبراهيم العقيلي,داود بن ابراهيم العقيلي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
داود بن أيوب القسملي,داود بن ايوب القسملي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
داود بن سليمان بن جبير,داود بن سليمان بن جبير,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
• داود بن عباد,داود بن عباد,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,lisan_mizan_ibnhajar:ج3/ص401
داود بن عثمان الثغري,داود بن عثمان الثغري,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج2/ص37
داود بن عفان,داود بن عفان,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
داود بن الفضل الحلبي,داود بن الفضل الحلبي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
داود بن يزيد الثقفي,داود بن يزيد الثقفي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
دليل بن عبد الملك الفزاري الحلبي,دليل بن عبد الملك الفزاري الحلبي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
راشد مؤذن ابن الزبير,راشد موذن ابن الزبير,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; lisan_mizan_ibnhajar,
الربيع بن مالك,الربيع بن مالك,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,mughni_duafa_dhahabi:ج1/ص228
الربيع بن النعمان,الربيع بن النعمان,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج4/ص319
رجاء بن الحارث أبو سلام,رجا بن الحارث ابو سلام,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج2/ص61
رفاعة بن هرير بن عبد الرحمن بن رافع بن خديج,رفاعه بن هرير بن عبد الرحمن بن رافع بن خديج,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
رؤبة بن رويبة,روبه بن رويبه,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
روح بن عطاء بن أبي ميمونة,روح بن عطا بن ابي ميمونه,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
روح بن عيينة الطائي,روح بن عيينه الطايي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
رياح بن عمرو القيسي,رياح بن عمرو القيسي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
الزبير بن خربوذ,الزبير بن خربوذ,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
الزبير بن الشعشاع,الزبير بن الشعشاع,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
زهدم بن الحارث الطائي,زهدم بن الحارث الطايي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج2/ص92
• زياد أبو عمار,زياد ابو عمار,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,lisan_mizan_ibnhajar:ج3/ص543
زيد بن أبي أنيسة,زيد بن ابي انيسه,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج9/ص486
زيد بن تغلب,زيد بن تغلب,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
زيد بن الحسن بن زيد بن أميرك الحسيني,زيد بن الحسن بن زيد بن اميرك الحسيني,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
زيد بن رفيع,زيد بن رفيع,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج9/ص485
زيد بن سعيد الواسطي,زيد بن سعيد الواسطي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
زيد بن صالح,زيد بن صالح,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
زيد بن صبح,زيد بن صبح,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
زيد بن واقد أبو علي السمتي البصري,زيد بن واقد ابو علي السمتي البصري,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; lisan_mizan_ibnhajar,
زيد بن يحيى البيع,زيد بن يحيي البيع,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
سالم بن سلمة أبو سبرة الهذلي,سالم بن سلمه ابو سبره الهذلي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
سالم أبو العلاء مولى إبراهيم الطائي,سالم ابو العلا مولي ابراهيم الطايي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
السائب بن مالك,السايب بن مالك,2,2,general; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tarikh_kabir_bukhari,
سعدان بن سعد الليثي,سعدان بن سعد الليثي,2,2,general; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tarikh_kabir_bukhari,
سعد بن سعيد الجرجاني,سعد بن سعيد الجرجاني,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج2/ص118
سعيد بن ذي لعوة,سعيد بن ذي لعوه,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج8/ص273
سعيد بن أبي راشد,سعيد بن ابي راشد,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
سعيد بن أبي سعيد العيار الصوفي,سعيد بن ابي سعيد العيار الصوفي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
وسعيد بن سليمان بن قهد,وسعيد بن سليمان بن قهد,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
سعيد بن سويد,سعيد بن سويد,2,2,general; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tarikh_kabir_bukhari,
سعيد بن شرحبيل,سعيد بن شرحبيل,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج8/ص535
سعيد بن عبيد الله بن الوليد الوصافي,سعيد بن عبيد الله بن الوليد الوصافي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,mughni_duafa_dhahabi:ج1/ص263
سعيد بن عبيد بن كثير,سعيد بن عبيد بن كثير,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
سعيد بن عثمان,سعيد بن عثمان,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج7/ص152
سعيد بن غنيم أبو شيبة الكلاعي,سعيد بن غنيم ابو شيبه الكلاعي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
سعيد بن نشيط,سعيد بن نشيط,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
سعيد بن نمران,سعيد بن نمران,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج8/ص205
سعيد بن هند الخزاز,سعيد بن هند الخزاز,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
سلام بن رزين قاضي أنطاكية,سلام بن رزين قاضي انطاكيه,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج2/ص163
• سلام بن قيس,سلام بن قيس,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,lisan_mizan_ibnhajar:ج4/ص101
سلام بن واقد المروزي,سلام بن واقد المروزي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج2/ص162
سلام بن وهب الجندي,سلام بن وهب الجندي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج2/ص162
"سلام , وقيل أبو سلام",سلام وقيل ابو سلام,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
سلم بن عبد الله الزاهد,سلم بن عبد الله الزاهد,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
سلم بن قادم,سلم بن قادم,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,
سلم بن محمد الوراق,سلم بن محمد الوراق,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
سلمة بن أحمد السمرقندي,سلمه بن احمد السمرقندي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
سلمة بن حبيب,سلمه بن حبيب,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
سلمة بن حرب الكلابي,سلمه بن حرب الكلابي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
سلمة بن أبي الطفيل,سلمه بن ابي الطفيل,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
سليمان بن أحمد السرقسطي,سليمان بن احمد السرقسطي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
سليمان بن إبراهيم الأصبهاني الحافظ,سليمان بن ابراهيم الاصبهاني الحافظ,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
سليمان بن أيوب الطلحي الكوفي,سليمان بن ايوب الطلحي الكوفي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
سليمان بن بشير,سليمان بن بشير,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
سليمان بن داود مولى يحيى بن يعمر,سليمان بن داود مولي يحيي بن يعمر,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
سليمان بن زياد الثقفي الواسطي,سليمان بن زياد الثقفي الواسطي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج2/ص130
سليمان بن أبي سراج,سليمان بن ابي سراج,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
سليمان بن شهاب,سليمان بن شهاب,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج8/ص321
سليمان بن عيسى بن نجيح السجزي,سليمان بن عيسي بن نجيح السجزي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
سليمان بن الفضل,سليمان بن الفضل,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
سليمان بن أبي كريمة,سليمان بن ابي كريمه,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
سليمان بن محمد الهاشمي,سليمان بن محمد الهاشمي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج2/ص139
سليمان بن محمد بن حيان الموصلي,سليمان بن محمد بن حيان الموصلي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
سليمان بن مرثد,سليمان بن مرثد,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج2/ص142
سليمان بن مرقاع الجندعي,سليمان بن مرقاع الجندعي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج2/ص143
سليمان بن المعافى بن سليمان الرسعني,سليمان بن المعافي بن سليمان الرسعني,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
سليمان بن هرم,سليمان بن هرم,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج2/ص144
سليم بن عبد,سليم بن عبد,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج8/ص335
سمعان بن مهدي,سمعان بن مهدي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
سهل بن إدريس,سهل بن ادريس,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
سهل بن خاقان,سهل بن خاقان,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
سهل بن رجاء,سهل بن رجا,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
سهل بن أبي سهل,سهل بن ابي سهل,2,2,general; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tarikh_kabir_bukhari,
سهل بن صخر,سهل بن صخر,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
سهل بن عامر البجلي,سهل بن عامر البجلي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,mughni_duafa_dhahabi:ج1/ص287
سيف بن هارون,سيف بن هارون,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,
شاهين بن حيان أخو فهد,شاهين بن حيان اخو فهد,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
شجاع بن عبد الرحمن,شجاع بن عبد الرحمن,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
شعيب بن أحمد البغدادي,شعيب بن احمد البغدادي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
شعيب بن حرب وليس بالمدائني,شعيب بن حرب وليس بالمدايني,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,mughni_duafa_dhahabi:ج1/ص298
شملة بن منيب الكلبي,شمله بن منيب الكلبي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
صاعد بن الحسن الربعي أبو العلاء الأديب,صاعد بن الحسن الربعي ابو العلا الاديب,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
صاعد بن مسلم وقيل: ابن محمد أبو العلاء,صاعد بن مسلم وقيل ابن محمد ابو العلا,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; lisan_mizan_ibnhajar,
صالح بن إبراهيم بن محمد بن طلحة بن عبيد الله,صالح بن ابراهيم بن محمد بن طلحه بن عبيد الله,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
صالح بن أبي الأسود الكوفي الحناط,صالح بن ابي الاسود الكوفي الحناط,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),lisan_mizan_ibnhajar; mughni_duafa_dhahabi,
